# TF-IDF Weighting From http://banyuresmi.desa.id/kategori/kabar/
term,term_id,weight,corpus_id
vit.a,439,0.332218531759,corpus_19
pmt,438,0.332218531759,corpus_19
tubuh,431,0.253786040879,corpus_18
pernapasan,401,0.181275743485,corpus_18
penyakit,396,0.398806635667,corpus_18
ispa,347,0.471316933061,corpus_18
infeksi,344,0.217530892182,corpus_18
13,308,0.255350401502,corpus_19
34,306,0.386746432818,corpus_16
30,305,0.439809477769,corpus_15
vit,304,0.34431794113,corpus_14
vit,304,0.415554071351,corpus_16
vit,304,0.397289531608,corpus_17
12,302,0.640897272668,corpus_14
002/004,301,0.33356538433,corpus_13
002/004,301,0.255350401502,corpus_19
januari,300,0.337087355861,corpus_12
januari,300,0.33356538433,corpus_13
11,299,0.438560761134,corpus_12
sabtu,298,0.347991797845,corpus_11
sabtu,298,0.338047146672,corpus_15
15,297,0.347991797845,corpus_11
15,297,0.33356538433,corpus_13
08,294,0.357466454024,corpus_10
tumbuh,293,0.369313127175,corpus_9
kembang,290,0.369313127175,corpus_9
39,289,0.369313127175,corpus_9
23,288,0.369313127175,corpus_9
002/002,287,0.283862115713,corpus_9
002/002,287,0.28419640982,corpus_17
indah,285,0.274827435826,corpus_13
27,284,0.375758093198,corpus_8
21,283,0.375758093198,corpus_8
16,282,0.375758093198,corpus_8
001/004,281,0.375758093198,corpus_8
tp-pkk,277,0.193887172993,corpus_7
pkk,266,0.387774345986,corpus_7
peserta,265,0.193887172993,corpus_7
lomba,246,0.581661518979,corpus_7
rudianita,218,0.409889010816,corpus_6
10,216,0.259572138962,corpus_6
10,216,0.286713484022,corpus_11
003/003,215,0.235613950588,corpus_12
cendrawasih,214,0.452748571588,corpus_10
cendrawasih,214,0.278519998994,corpus_15
35,212,0.322044103016,corpus_5
35,212,0.28419640982,corpus_17
19,211,0.322044103016,corpus_5
19,211,0.315049623899,corpus_6
09,210,0.41898903795,corpus_5
001/005,209,0.265334951444,corpus_5
001/005,209,0.226374285794,corpus_10
001/005,209,0.278519998994,corpus_15
40,204,0.226374285794,corpus_10
pemberian,193,0.257574047411,corpus_14
pemberian,193,0.310863685246,corpus_16
pemberian,193,0.297200524359,corpus_17
pemberian,193,0.400551892633,corpus_19
orang,192,0.166295799613,corpus_3
ii,189,0.191812918537,corpus_3
ii,189,0.232594017793,corpus_4
i,188,0.191812918537,corpus_3
i,188,0.348891026689,corpus_4
45,180,0.337087355861,corpus_12
36,178,0.259572138962,corpus_6
36,178,0.286713484022,corpus_11
26,177,0.191636244351,corpus_4
lansia,159,0.301250751231,corpus_5
lansia,159,0.294707883131,corpus_6
lansia,159,0.270167946185,corpus_8
lansia,159,0.308419633148,corpus_10
lansia,159,0.325523086874,corpus_11
lansia,159,0.315322709631,corpus_12
lansia,159,0.312028140472,corpus_13
lansia,159,0.230400759167,corpus_14
lansia,159,0.316220529837,corpus_15
anggraeni,139,0.376130410067,corpus_2
anggraeni,139,0.297261734247,corpus_16
09.00,137,0.309897132589,corpus_2
001/001,136,0.376130410067,corpus_2
001/001,136,0.297261734247,corpus_16
ridwan,123,0.210932472496,corpus_1
pengajian,118,0.562486593324,corpus_1
lpm,113,0.210932472496,corpus_1
kampung,106,0.603321644258,corpus_3
kampung,106,0.731593087314,corpus_4
desember,95,0.376130410067,corpus_2
22,87,0.28419640982,corpus_17
2017,86,0.376130410067,corpus_2
sambutan,68,0.205189406469,corpus_0
sambutan,68,0.267156189201,corpus_1
paud,56,0.453618930202,corpus_0
masyarakat,43,0.246227287762,corpus_0
kepala,38,0.19923508153,corpus_0
dusun,31,0.479532296344,corpus_3
banuherang,12,0.231396163644,corpus_4
al-falah,3,0.324013521573,corpus_0
acara,2,0.267156189201,corpus_1
acara,2,0.245567492092,corpus_7
a,1,0.257574047411,corpus_14
